Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,pH
36.17,60.19,47.85,Loamy,Pulses,7,4,6,NPK Complex 14:35:14,5.74
15.63,53.12,43.19,Red,Sugarcane,11,20,24,Urea (46% N),5.56
23.22,56.12,20.35,Clayey,Pulses,2,9,22,Urea (46% N),6.69
35.66,44.64,45.64,Red,Oil seeds,5,12,20,Urea (46% N),6.54
35.49,67.77,67.36,Black,Tobacco,15,18,3,DAP (18:46:0),7.0
19.76,68.25,56.82,Clayey,Sugarcane,24,6,12,Tata Paras NPK 10:26:26,5.65
25.49,64.3,37.33,Red,Ground Nuts,9,7,15,Iffco NPK 17:17:17,6.01
26.9,72.53,43.76,Red,Barley,10,8,12,NPK Complex 14:35:14,6.32
35.11,84.4,24.47,Loamy,Maize,25,31,2,DAP (18:46:0),5.72
19.61,63.62,48.56,Loamy,Millets,20,4,8,Tata Paras NPK 10:26:26,6.22
19.17,79.21,27.4,Black,Tobacco,16,20,9,MAP 28:28:0,5.8
29.81,50.7,62.69,Red,Barley,23,6,2,Tata Paras NPK 10:26:26,6.98
21.83,44.83,21.4,Sandy,Millets,17,3,5,Tata Paras NPK 10:26:26,7.32
28.27,48.38,66.02,Sandy,Wheat,30,6,7,Tata Paras NPK 10:26:26,7.22
28.13,47.39,65.96,Black,Maize,19,29,8,DAP (18:46:0),5.73
31.87,81.23,63.2,Sandy,Ground Nuts,6,12,11,MAP 28:28:0,7.1
15.67,65.67,41.89,Sandy,Oil seeds,12,3,9,Tata Paras NPK 10:26:26,7.35
34.53,69.94,42.42,Clayey,Maize,18,28,8,MAP 28:28:0,7.17
19.09,77.09,46.6,Clayey,Wheat,21,19,6,DAP (18:46:0),5.72
23.16,49.19,25.57,Sandy,Sugarcane,12,5,12,NPK Complex 14:35:14,7.17
35.8,60.13,24.53,Sandy,Cotton,10,19,1,DAP (18:46:0),6.25
27.73,57.09,36.3,Black,Ground Nuts,11,2,13,Tata Paras NPK 10:26:26,6.34
31.93,46.66,23.56,Loamy,Oil seeds,14,2,8,Tata Paras NPK 10:26:26,6.2
18.77,68.19,27.82,Clayey,Maize,37,13,3,Tata Paras NPK 10:26:26,6.26
26.31,45.77,27.64,Red,Pulses,7,2,12,NPK Complex 14:35:14,6.91
34.95,77.19,69.26,Black,Barley,14,8,10,NPK Complex 14:35:14,7.12
16.04,48.05,20.26,Loamy,Ground Nuts,6,7,10,Iffco NPK 17:17:17,5.85
16.43,72.34,63.79,Clayey,Pulses,4,9,11,MAP 28:28:0,6.95
30.02,67.39,36.8,Clayey,Barley,13,11,8,Iffco NPK 17:17:17,6.81
37.75,55.79,54.58,Sandy,Oil seeds,11,16,9,DAP (18:46:0),6.11
24.09,51.94,68.24,Sandy,Pulses,6,2,13,NPK Complex 14:35:14,6.86
32.34,87.63,37.14,Black,Maize,34,2,7,Tata Paras NPK 10:26:26,5.75
32.31,44.63,23.69,Red,Pulses,2,5,24,Kribhco NPK 20:20:0,6.31
31.14,54.7,40.32,Red,Maize,22,10,15,Iffco NPK 17:17:17,7.49
33.74,46.24,49.81,Clayey,Tobacco,16,16,12,Iffco NPK 17:17:17,6.68
20.38,43.91,43.64,Sandy,Sugarcane,22,7,4,Tata Paras NPK 10:26:26,6.06
24.21,72.6,37.35,Sandy,Pulses,2,10,22,Urea (46% N),6.41
20.51,88.04,60.42,Loamy,Oil seeds,8,7,17,Iffco NPK 17:17:17,6.83
32.12,78.56,65.63,Clayey,Oil seeds,10,12,4,DAP (18:46:0),7.31
26.69,59.93,46.06,Loamy,Sugarcane,5,10,22,Kribhco NPK 20:20:0,6.67
36.37,49.22,46.47,Sandy,Tobacco,17,16,8,MAP 28:28:0,7.15
27.14,71.51,62.05,Black,Paddy,30,5,2,Tata Paras NPK 10:26:26,7.45
31.09,66.76,25.34,Red,Ground Nuts,16,3,12,Tata Paras NPK 10:26:26,5.96
26.38,83.81,29.02,Black,Paddy,11,6,19,Kribhco NPK 20:20:0,7.35
32.37,72.86,65.66,Black,Millets,7,10,6,Iffco NPK 17:17:17,6.58
27.29,66.49,25.13,Clayey,Millets,13,8,10,Iffco NPK 17:17:17,6.37
26.97,82.18,44.28,Sandy,Ground Nuts,6,3,23,Kribhco NPK 20:20:0,5.66
26.16,80.59,69.84,Black,Sugarcane,16,5,11,NPK Complex 14:35:14,6.43
30.36,74.79,63.57,Loamy,Ground Nuts,8,13,12,DAP (18:46:0),5.76
28.12,40.71,59.0,Sandy,Oil seeds,2,12,24,Urea (46% N),7.3
20.95,46.37,68.67,Sandy,Sugarcane,13,11,15,Iffco NPK 17:17:17,6.43
31.96,63.02,43.28,Sandy,Maize,37,12,7,Tata Paras NPK 10:26:26,6.94
39.24,67.75,30.38,Red,Cotton,16,8,3,Tata Paras NPK 10:26:26,6.52
15.71,73.38,68.85,Red,Wheat,13,18,11,MAP 28:28:0,6.36
29.59,56.8,45.52,Black,Cotton,8,9,21,Kribhco NPK 20:20:0,7.17
31.94,81.88,30.56,Loamy,Wheat,23,14,11,MAP 28:28:0,7.24
20.88,42.45,28.3,Sandy,Millets,14,5,8,Iffco NPK 17:17:17,6.68
39.88,74.2,56.17,Sandy,Ground Nuts,3,5,31,Kribhco NPK 20:20:0,6.66
36.92,51.79,67.18,Sandy,Cotton,21,7,1,Tata Paras NPK 10:26:26,6.94
34.44,73.61,58.81,Clayey,Wheat,7,20,15,Urea (46% N),6.89
19.55,57.83,68.3,Clayey,Oil seeds,9,11,6,DAP (18:46:0),5.85
21.85,53.78,64.94,Clayey,Ground Nuts,7,16,5,DAP (18:46:0),7.16
28.82,70.48,56.93,Loamy,Paddy,14,18,10,MAP 28:28:0,6.75
20.15,60.26,51.78,Loamy,Wheat,6,19,17,Urea (46% N),6.65
25.57,69.28,27.48,Clayey,Wheat,29,16,1,DAP (18:46:0),6.17
22.09,85.84,34.08,Loamy,Maize,15,16,11,Iffco NPK 17:17:17,7.08
21.17,88.1,63.01,Red,Paddy,23,17,4,DAP (18:46:0),6.62
33.65,67.27,56.57,Red,Sugarcane,12,20,8,MAP 28:28:0,5.5
33.2,76.05,22.04,Black,Sugarcane,24,6,6,Tata Paras NPK 10:26:26,5.7
39.37,51.55,29.99,Sandy,Sugarcane,14,18,11,MAP 28:28:0,7.2
37.11,45.59,35.76,Loamy,Oil seeds,11,5,10,Tata Paras NPK 10:26:26,6.75
39.51,67.31,23.64,Loamy,Paddy,9,6,19,Kribhco NPK 20:20:0,7.12
18.22,88.0,23.13,Red,Barley,18,17,3,DAP (18:46:0),5.63
18.3,87.94,37.76,Black,Millets,7,7,21,Kribhco NPK 20:20:0,7.41
34.26,63.58,54.76,Loamy,Cotton,8,19,11,MAP 28:28:0,6.67
28.28,70.25,24.71,Red,Millets,6,15,10,MAP 28:28:0,6.4
37.82,57.89,63.0,Black,Oil seeds,2,14,21,Urea (46% N),7.34
39.19,65.24,25.85,Sandy,Barley,17,9,8,NPK Complex 14:35:14,6.94
39.63,52.4,30.43,Red,Cotton,9,16,9,MAP 28:28:0,5.72
15.49,69.34,44.74,Sandy,Cotton,16,17,5,DAP (18:46:0),5.93
29.57,83.22,46.46,Red,Tobacco,15,10,15,Iffco NPK 17:17:17,6.77
32.8,54.16,34.75,Black,Cotton,5,21,12,MAP 28:28:0,7.23
28.71,74.1,45.59,Black,Pulses,4,6,20,Iffco NPK 17:17:17,5.62
36.46,49.19,20.04,Clayey,Cotton,6,20,20,Urea (46% N),6.7
27.96,44.83,51.63,Sandy,Tobacco,12,19,25,Urea (46% N),5.63
19.18,71.33,36.31,Sandy,Millets,6,16,15,Urea (46% N),6.78
31.36,57.1,27.65,Red,Wheat,39,2,4,Tata Paras NPK 10:26:26,7.33
22.03,41.28,59.42,Loamy,Tobacco,16,18,4,DAP (18:46:0),6.01
23.28,49.44,56.37,Loamy,Oil seeds,6,15,20,Urea (46% N),6.44
17.73,75.48,61.47,Red,Pulses,3,7,12,MAP 28:28:0,6.04
25.93,69.21,46.32,Sandy,Ground Nuts,9,11,11,DAP (18:46:0),6.97
36.25,78.82,30.81,Red,Barley,8,10,11,Iffco NPK 17:17:17,5.6
17.89,41.06,22.77,Clayey,Ground Nuts,2,12,24,Urea (46% N),5.85
31.04,72.18,45.94,Sandy,Maize,17,18,3,NPK Complex 14:35:14,7.24
25.57,89.57,52.7,Red,Cotton,7,19,15,Urea (46% N),7.37
30.74,51.08,54.68,Clayey,Tobacco,10,27,12,MAP 28:28:0,6.52
27.44,60.22,51.97,Loamy,Tobacco,11,27,10,MAP 28:28:0,6.07
22.61,87.07,49.57,Sandy,Oil seeds,10,14,5,DAP (18:46:0),7.42
35.59,88.43,36.11,Sandy,Cotton,18,6,1,Tata Paras NPK 10:26:26,7.15
19.07,41.73,33.22,Black,Barley,13,6,6,NPK Complex 14:35:14,6.49
35.84,46.0,63.68,Black,Millets,10,12,4,DAP (18:46:0),5.59
32.74,58.13,32.43,Black,Sugarcane,19,5,8,NPK Complex 14:35:14,6.76
34.21,59.13,33.85,Black,Millets,18,6,8,Tata Paras NPK 10:26:26,6.38
31.31,55.81,59.37,Black,Sugarcane,7,19,29,Urea (46% N),6.6
21.94,82.44,45.06,Clayey,Oil seeds,4,8,23,Kribhco NPK 20:20:0,6.34
31.65,70.51,52.86,Loamy,Wheat,22,17,5,DAP (18:46:0),6.0
35.07,75.89,53.15,Red,Maize,16,29,2,DAP (18:46:0),6.91
27.39,44.93,31.75,Sandy,Wheat,12,15,10,MAP 28:28:0,7.26
31.13,40.89,21.24,Loamy,Wheat,29,8,5,Tata Paras NPK 10:26:26,6.94
36.02,59.83,39.7,Loamy,Cotton,6,16,15,Urea (46% N),5.99
28.56,78.62,67.74,Clayey,Paddy,11,22,5,MAP 28:28:0,7.12
28.96,78.52,66.02,Sandy,Maize,26,9,12,NPK Complex 14:35:14,6.67
39.75,74.99,65.11,Clayey,Millets,6,14,8,MAP 28:28:0,5.6
18.75,71.7,63.44,Sandy,Millets,12,11,6,DAP (18:46:0),6.82
16.87,57.4,68.47,Black,Pulses,3,2,30,Kribhco NPK 20:20:0,7.41
29.94,65.16,27.51,Loamy,Tobacco,12,4,23,Kribhco NPK 20:20:0,5.5
15.43,66.13,38.29,Sandy,Paddy,10,8,21,Kribhco NPK 20:20:0,7.12
27.94,82.37,21.38,Clayey,Oil seeds,2,14,27,Urea (46% N),7.05
38.04,88.65,67.31,Clayey,Tobacco,14,23,8,MAP 28:28:0,6.38
24.28,65.68,46.17,Loamy,Oil seeds,8,9,8,Iffco NPK 17:17:17,6.62
30.42,51.47,36.53,Sandy,Cotton,10,11,9,NPK Complex 14:35:14,7.22
32.85,83.71,63.95,Loamy,Barley,17,6,12,NPK Complex 14:35:14,6.42
32.43,48.75,69.87,Black,Ground Nuts,5,6,33,Kribhco NPK 20:20:0,6.5
34.62,51.6,25.28,Loamy,Wheat,16,10,6,NPK Complex 14:35:14,5.87
20.67,66.05,61.93,Clayey,Ground Nuts,4,14,9,MAP 28:28:0,7.38
22.07,82.33,63.85,Sandy,Tobacco,33,7,6,Tata Paras NPK 10:26:26,7.13
31.34,45.81,63.8,Clayey,Maize,11,20,17,Iffco NPK 17:17:17,7.3
17.04,75.12,40.72,Sandy,Paddy,9,8,17,Kribhco NPK 20:20:0,5.87
33.58,63.96,26.74,Sandy,Paddy,18,11,5,NPK Complex 14:35:14,6.81
30.87,82.15,65.3,Black,Paddy,18,11,3,NPK Complex 14:35:14,7.36
23.74,78.19,47.15,Black,Wheat,20,21,7,DAP (18:46:0),7.32
28.38,85.87,25.78,Sandy,Tobacco,16,9,13,Iffco NPK 17:17:17,5.88
39.05,48.94,66.77,Red,Pulses,8,2,13,Tata Paras NPK 10:26:26,6.65
17.78,70.37,61.21,Clayey,Maize,38,7,8,Tata Paras NPK 10:26:26,5.72
39.47,59.61,53.97,Red,Barley,14,7,5,NPK Complex 14:35:14,6.63
29.91,79.37,59.73,Clayey,Sugarcane,11,11,14,Iffco NPK 17:17:17,5.52
24.1,86.39,38.49,Black,Barley,12,11,10,NPK Complex 14:35:14,5.72
21.79,80.2,37.58,Red,Sugarcane,11,16,17,MAP 28:28:0,6.63
27.61,51.63,41.63,Black,Ground Nuts,16,1,8,Tata Paras NPK 10:26:26,5.97
22.99,46.25,29.23,Red,Millets,11,5,14,Iffco NPK 17:17:17,5.93
26.74,85.33,58.4,Loamy,Paddy,11,12,10,Iffco NPK 17:17:17,6.54
25.28,83.23,45.43,Loamy,Millets,2,16,16,Urea (46% N),6.53
39.9,79.17,52.74,Loamy,Paddy,13,18,7,MAP 28:28:0,6.64
23.56,72.12,31.34,Sandy,Paddy,21,21,7,DAP (18:46:0),6.62
19.52,67.53,32.3,Red,Pulses,3,7,12,MAP 28:28:0,6.25
17.18,69.14,64.44,Black,Barley,15,7,10,Iffco NPK 17:17:17,5.95
27.85,68.45,54.9,Black,Maize,17,32,15,MAP 28:28:0,7.17
31.88,75.66,58.69,Sandy,Cotton,5,15,14,Urea (46% N),7.23
16.74,56.77,67.99,Black,Pulses,7,5,9,NPK Complex 14:35:14,6.15
37.47,88.68,46.74,Loamy,Maize,34,9,4,Tata Paras NPK 10:26:26,6.97
32.58,64.96,62.6,Red,Pulses,4,10,15,MAP 28:28:0,6.98
30.88,45.33,33.87,Clayey,Wheat,15,11,10,Iffco NPK 17:17:17,6.6
30.28,56.92,45.81,Black,Pulses,5,7,16,MAP 28:28:0,6.23
38.67,89.55,25.84,Loamy,Oil seeds,13,6,8,Tata Paras NPK 10:26:26,5.88
26.58,67.71,30.03,Sandy,Paddy,17,16,11,MAP 28:28:0,6.09
26.49,71.8,35.71,Black,Cotton,14,17,7,DAP (18:46:0),5.86
29.96,83.74,41.29,Loamy,Barley,14,17,9,DAP (18:46:0),7.27
17.06,55.1,50.29,Red,Ground Nuts,9,13,12,DAP (18:46:0),6.01
23.34,74.5,52.39,Loamy,Barley,14,18,5,DAP (18:46:0),6.52
26.43,42.98,23.34,Sandy,Cotton,10,21,7,DAP (18:46:0),6.7
31.01,51.89,38.8,Clayey,Maize,19,30,8,MAP 28:28:0,6.19
22.51,58.53,39.89,Sandy,Tobacco,13,24,20,Urea (46% N),6.17
33.01,52.24,41.53,Sandy,Tobacco,22,27,8,DAP (18:46:0),6.27
38.79,54.96,41.67,Red,Oil seeds,5,9,17,Iffco NPK 17:17:17,5.98
33.4,44.02,32.14,Black,Maize,20,24,4,DAP (18:46:0),7.27
16.05,52.94,53.41,Clayey,Millets,17,4,1,Tata Paras NPK 10:26:26,6.41
25.64,61.99,64.87,Black,Maize,20,10,14,Iffco NPK 17:17:17,7.27
28.69,63.01,20.82,Black,Oil seeds,15,2,7,Tata Paras NPK 10:26:26,5.71
30.92,56.06,44.9,Red,Millets,15,16,7,DAP (18:46:0),7.13
28.47,81.35,32.06,Loamy,Oil seeds,6,11,14,MAP 28:28:0,7.37
30.57,78.41,37.25,Clayey,Tobacco,6,8,21,Kribhco NPK 20:20:0,7.19
27.43,77.47,45.24,Black,Sugarcane,13,15,10,MAP 28:28:0,5.98
17.14,43.68,50.31,Sandy,Millets,11,11,6,DAP (18:46:0),7.11
20.52,72.8,34.45,Clayey,Cotton,9,16,21,Urea (46% N),6.97
19.48,80.3,43.9,Sandy,Millets,21,2,4,Tata Paras NPK 10:26:26,6.02
18.13,42.78,69.13,Clayey,Ground Nuts,5,8,29,Kribhco NPK 20:20:0,7.26
35.06,69.81,64.88,Red,Cotton,22,4,4,Tata Paras NPK 10:26:26,6.16
26.31,81.56,42.32,Clayey,Sugarcane,14,21,7,DAP (18:46:0),6.38
30.87,40.19,56.38,Loamy,Pulses,4,8,24,Urea (46% N),6.25
37.26,79.94,44.68,Sandy,Barley,14,6,8,NPK Complex 14:35:14,6.4
36.52,57.97,38.66,Red,Oil seeds,8,16,4,DAP (18:46:0),6.1
28.01,63.18,54.51,Loamy,Maize,7,22,27,Urea (46% N),5.83
33.17,43.67,23.77,Sandy,Maize,24,9,17,Iffco NPK 17:17:17,5.65
39.94,80.95,34.99,Loamy,Wheat,27,22,2,DAP (18:46:0),6.83
17.93,47.94,69.62,Clayey,Sugarcane,17,11,7,NPK Complex 14:35:14,6.36
28.13,86.16,51.75,Black,Pulses,6,10,4,DAP (18:46:0),5.53
38.72,44.9,51.73,Black,Ground Nuts,11,12,3,DAP (18:46:0),5.62
37.98,64.16,59.06,Black,Maize,26,13,7,NPK Complex 14:35:14,6.6
28.24,50.68,30.62,Loamy,Pulses,3,8,16,MAP 28:28:0,6.67
35.72,84.41,25.44,Clayey,Maize,16,15,25,Kribhco NPK 20:20:0,5.76
19.38,45.26,27.78,Loamy,Tobacco,22,12,5,NPK Complex 14:35:14,6.56
26.51,82.01,32.21,Loamy,Barley,8,7,15,Iffco NPK 17:17:17,6.26
24.94,69.88,66.54,Clayey,Cotton,11,7,10,Iffco NPK 17:17:17,7.16
28.21,81.64,35.16,Red,Tobacco,12,20,27,Urea (46% N),6.38
35.31,76.82,31.1,Clayey,Ground Nuts,5,12,27,Urea (46% N),6.4
15.5,62.85,44.64,Black,Tobacco,15,26,7,DAP (18:46:0),6.94
37.83,65.55,42.6,Sandy,Barley,5,6,23,Kribhco NPK 20:20:0,7.22
20.78,82.97,53.21,Black,Barley,15,10,11,NPK Complex 14:35:14,7.29
34.52,63.68,55.32,Sandy,Paddy,21,6,7,NPK Complex 14:35:14,6.78
36.51,61.6,48.82,Sandy,Wheat,30,5,4,NPK Complex 14:35:14,7.47
19.69,40.3,68.51,Red,Maize,22,14,4,NPK Complex 14:35:14,5.55
31.97,77.69,42.55,Loamy,Wheat,23,10,6,Iffco NPK 17:17:17,6.99
15.45,51.21,44.64,Clayey,Paddy,14,7,13,Iffco NPK 17:17:17,6.2
20.44,65.5,20.71,Black,Cotton,7,5,18,Kribhco NPK 20:20:0,6.38
33.04,67.23,58.88,Red,Paddy,17,20,4,DAP (18:46:0),5.72
20.89,72.95,38.37,Loamy,Paddy,15,8,4,NPK Complex 14:35:14,7.08
31.23,68.7,27.81,Black,Wheat,6,17,14,Urea (46% N),6.4
24.96,84.81,66.35,Clayey,Oil seeds,7,13,27,Urea (46% N),7.45
25.56,52.25,20.81,Loamy,Barley,24,3,6,Tata Paras NPK 10:26:26,7.44
18.12,76.47,69.33,Clayey,Tobacco,13,9,18,Kribhco NPK 20:20:0,6.74
32.73,53.37,29.83,Red,Wheat,10,6,21,Kribhco NPK 20:20:0,7.22
30.74,44.66,45.48,Black,Maize,15,29,9,MAP 28:28:0,6.22
21.72,70.48,37.16,Loamy,Sugarcane,6,9,25,Kribhco NPK 20:20:0,6.81
27.54,49.99,53.58,Red,Tobacco,15,21,13,MAP 28:28:0,6.2
19.85,54.83,22.77,Red,Barley,19,2,8,Tata Paras NPK 10:26:26,6.23
35.77,75.6,60.75,Sandy,Ground Nuts,12,4,11,Tata Paras NPK 10:26:26,6.03
38.5,71.37,46.02,Sandy,Millets,3,13,18,Urea (46% N),7.1
17.04,43.48,27.37,Red,Oil seeds,3,6,25,Kribhco NPK 20:20:0,7.12
17.04,84.42,29.26,Loamy,Maize,16,9,4,NPK Complex 14:35:14,5.95
17.81,89.66,51.63,Red,Ground Nuts,3,7,25,Kribhco NPK 20:20:0,7.38
15.01,61.36,27.04,Red,Tobacco,9,9,17,Iffco NPK 17:17:17,6.64
22.43,52.8,49.14,Sandy,Millets,19,2,4,Tata Paras NPK 10:26:26,6.05
28.28,77.08,21.7,Clayey,Tobacco,15,18,7,DAP (18:46:0),6.17
37.32,62.85,28.22,Sandy,Ground Nuts,10,12,9,DAP (18:46:0),7.21
18.67,51.33,51.96,Red,Cotton,8,11,21,Kribhco NPK 20:20:0,5.79
16.04,54.78,52.17,Sandy,Barley,12,10,11,Iffco NPK 17:17:17,5.75
35.17,58.48,49.52,Sandy,Oil seeds,6,8,16,Iffco NPK 17:17:17,6.69
31.29,62.59,27.85,Sandy,Cotton,19,5,3,Tata Paras NPK 10:26:26,7.11
15.8,56.12,26.38,Clayey,Sugarcane,11,6,9,NPK Complex 14:35:14,5.95
32.35,42.37,57.41,Loamy,Sugarcane,4,5,32,Kribhco NPK 20:20:0,5.94
29.17,57.0,64.78,Black,Barley,17,7,9,Iffco NPK 17:17:17,6.93
21.03,81.42,40.0,Black,Paddy,18,6,7,NPK Complex 14:35:14,6.05
20.31,85.65,51.28,Sandy,Wheat,32,9,7,Tata Paras NPK 10:26:26,7.41
28.9,58.0,24.66,Red,Millets,8,10,11,MAP 28:28:0,6.33
38.07,76.97,43.45,Red,Sugarcane,17,21,5,DAP (18:46:0),5.59
16.82,82.46,46.22,Black,Oil seeds,11,3,8,Tata Paras NPK 10:26:26,7.33
19.71,66.46,69.24,Clayey,Wheat,18,16,5,MAP 28:28:0,6.19
38.28,50.47,55.76,Sandy,Wheat,10,18,21,Urea (46% N),7.46
31.97,58.11,55.66,Red,Wheat,12,8,21,Kribhco NPK 20:20:0,6.63
30.72,61.53,28.72,Loamy,Paddy,22,16,7,DAP (18:46:0),7.16
24.25,87.06,50.62,Clayey,Paddy,11,18,11,MAP 28:28:0,5.58
26.03,42.29,64.75,Sandy,Barley,20,7,4,Tata Paras NPK 10:26:26,6.27
36.23,43.96,36.72,Loamy,Pulses,5,2,7,NPK Complex 14:35:14,6.0
17.01,54.36,36.34,Black,Millets,6,7,11,Iffco NPK 17:17:17,6.65
38.79,47.01,67.98,Loamy,Pulses,2,10,23,Urea (46% N),6.69
32.83,43.18,31.23,Sandy,Wheat,27,15,2,DAP (18:46:0),7.15
30.43,54.67,49.32,Loamy,Cotton,11,11,19,Kribhco NPK 20:20:0,5.81
37.47,83.57,37.77,Sandy,Ground Nuts,15,5,13,Tata Paras NPK 10:26:26,6.23
25.61,43.84,25.82,Sandy,Wheat,37,6,9,Tata Paras NPK 10:26:26,6.99
18.47,68.68,23.16,Black,Sugarcane,17,22,8,DAP (18:46:0),7.12
18.82,88.7,29.89,Sandy,Tobacco,11,19,27,Urea (46% N),5.66
23.34,55.45,23.13,Clayey,Paddy,11,19,7,MAP 28:28:0,7.14
24.42,49.48,50.34,Clayey,Sugarcane,25,1,5,Tata Paras NPK 10:26:26,6.78
22.83,56.44,47.29,Clayey,Millets,11,8,8,NPK Complex 14:35:14,6.32
24.47,52.04,40.17,Sandy,Wheat,18,22,3,DAP (18:46:0),6.1
19.73,51.51,59.03,Sandy,Pulses,2,8,27,Urea (46% N),7.04
27.76,79.99,56.6,Loamy,Paddy,19,13,11,Iffco NPK 17:17:17,6.83
28.65,41.27,44.57,Sandy,Tobacco,11,12,16,Iffco NPK 17:17:17,6.32
34.95,83.8,25.76,Black,Wheat,23,10,9,Iffco NPK 17:17:17,5.53
19.65,79.5,26.71,Sandy,Oil seeds,10,8,5,NPK Complex 14:35:14,6.83
31.88,63.35,36.16,Sandy,Millets,9,13,21,Urea (46% N),6.07
16.74,58.17,39.55,Red,Oil seeds,13,6,6,Tata Paras NPK 10:26:26,7.43
29.56,63.87,58.13,Red,Cotton,13,18,7,DAP (18:46:0),6.33
20.33,44.23,40.95,Red,Oil seeds,10,14,9,DAP (18:46:0),5.68
15.69,42.0,37.26,Sandy,Pulses,2,2,26,Kribhco NPK 20:20:0,5.77
31.21,81.49,35.46,Clayey,Maize,18,14,6,NPK Complex 14:35:14,5.51
32.68,75.48,38.5,Black,Ground Nuts,11,6,2,Tata Paras NPK 10:26:26,6.5
32.62,64.15,42.82,Black,Tobacco,9,27,26,Urea (46% N),6.27
30.23,80.86,35.03,Loamy,Ground Nuts,12,2,11,Tata Paras NPK 10:26:26,6.44
34.79,88.86,50.02,Loamy,Tobacco,23,25,10,DAP (18:46:0),7.26
17.08,57.72,20.03,Loamy,Pulses,3,8,13,MAP 28:28:0,7.15
25.31,40.45,31.56,Sandy,Sugarcane,17,19,5,DAP (18:46:0),5.58
37.22,48.28,46.04,Red,Ground Nuts,9,6,10,Iffco NPK 17:17:17,5.99
25.56,87.18,26.01,Red,Tobacco,7,8,27,Kribhco NPK 20:20:0,5.73
26.24,76.63,38.04,Clayey,Oil seeds,3,8,22,Kribhco NPK 20:20:0,7.16
22.21,52.07,24.12,Black,Pulses,2,9,28,Urea (46% N),6.49
36.56,78.1,38.88,Red,Wheat,28,8,5,NPK Complex 14:35:14,5.55
38.64,77.76,30.06,Red,Millets,14,11,3,DAP (18:46:0),6.63
34.58,75.36,40.11,Loamy,Tobacco,16,8,4,NPK Complex 14:35:14,6.65
38.15,47.06,32.6,Loamy,Pulses,9,2,12,Tata Paras NPK 10:26:26,5.57
15.8,52.34,31.79,Black,Barley,10,19,11,MAP 28:28:0,6.33
33.32,69.58,42.51,Red,Sugarcane,11,5,5,NPK Complex 14:35:14,6.45
17.21,65.5,50.92,Black,Wheat,14,19,8,MAP 28:28:0,6.84
18.27,54.63,46.78,Black,Ground Nuts,8,9,20,Iffco NPK 17:17:17,6.03
21.25,52.14,29.12,Clayey,Tobacco,11,24,9,MAP 28:28:0,6.23
37.31,76.78,23.1,Black,Oil seeds,4,3,23,Kribhco NPK 20:20:0,6.82
34.78,79.95,67.24,Loamy,Millets,10,10,14,Iffco NPK 17:17:17,7.09
28.61,77.0,53.05,Clayey,Pulses,7,2,5,Tata Paras NPK 10:26:26,6.42
32.05,70.71,21.09,Black,Oil seeds,8,11,6,DAP (18:46:0),7.13
26.48,76.67,47.21,Sandy,Tobacco,23,6,2,Tata Paras NPK 10:26:26,7.22
17.63,86.0,47.23,Black,Barley,9,7,12,Iffco NPK 17:17:17,6.0
29.93,49.45,46.82,Sandy,Tobacco,8,9,20,Kribhco NPK 20:20:0,6.29
24.54,56.71,32.46,Clayey,Paddy,18,19,5,MAP 28:28:0,5.86
15.98,53.67,31.49,Red,Paddy,23,10,8,NPK Complex 14:35:14,6.9
24.18,77.33,49.0,Red,Cotton,13,11,7,Iffco NPK 17:17:17,5.61
36.6,87.44,37.4,Red,Millets,3,14,20,Urea (46% N),5.68
39.19,42.35,42.28,Red,Pulses,10,1,12,Tata Paras NPK 10:26:26,5.5
21.36,56.52,25.92,Clayey,Oil seeds,9,10,15,Iffco NPK 17:17:17,6.26
38.39,46.33,25.92,Sandy,Paddy,33,5,6,Tata Paras NPK 10:26:26,5.52
16.93,50.95,59.61,Clayey,Paddy,22,19,2,DAP (18:46:0),6.37
26.46,84.26,69.81,Clayey,Wheat,32,5,2,Tata Paras NPK 10:26:26,6.02
26.31,73.02,60.07,Red,Cotton,12,14,8,MAP 28:28:0,7.38
32.32,69.72,27.39,Loamy,Maize,8,31,25,Urea (46% N),7.13
27.84,73.23,49.43,Loamy,Tobacco,16,22,4,DAP (18:46:0),6.46
27.42,55.06,63.75,Loamy,Pulses,10,4,8,Tata Paras NPK 10:26:26,6.46
28.9,51.29,53.52,Clayey,Paddy,18,19,2,DAP (18:46:0),5.69
15.68,68.81,41.16,Red,Millets,8,3,18,Kribhco NPK 20:20:0,6.32
23.66,63.39,49.1,Black,Paddy,10,17,10,MAP 28:28:0,7.01
18.41,42.2,68.65,Clayey,Oil seeds,9,8,9,NPK Complex 14:35:14,6.96
32.37,83.04,26.61,Red,Oil seeds,3,12,25,Urea (46% N),6.73
19.42,62.21,66.54,Clayey,Ground Nuts,6,15,17,MAP 28:28:0,5.84
28.78,47.83,49.16,Clayey,Pulses,4,5,14,Iffco NPK 17:17:17,6.95
26.4,56.46,24.76,Sandy,Tobacco,10,4,20,Kribhco NPK 20:20:0,7.24
30.73,58.9,46.06,Black,Wheat,31,3,7,Tata Paras NPK 10:26:26,6.4
21.14,51.54,21.36,Clayey,Oil seeds,3,15,23,Urea (46% N),7.42
30.94,42.54,69.07,Black,Ground Nuts,2,12,28,Urea (46% N),6.44
